content,labels
தஞ்சாவூர் மக்களவைத் தொகுதி ஒரு அறிமுகம்!... <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
<hashtag/> இதுவரை நடந்த இன்றைய நாள் முக்கிய நிகழ்வுகள் !! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
"அக்காவுக்கு கதை ஞானம் நொம்ப அதிகம், அதுவும் <hashtag/> சொல்லுற கதைனா ரொம்ப பிடிக்கும் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Sarcastic
<hashtag/> அ.தி.மு.க.வை அழிக்க நினைப்பவர்கள் அழிந்து போவார்கள் என்ற எடப்பாடி பழனிச்சாமியின் கருத்து பற்றி உங்கள் கருத்து என்ன ? <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
130 138 உங்க பிள்ளை அப்படி பட்ட வாழ்க்கையை தேர்ந்தெடுக்கும்போது அது சரியா,None of the above
<hashtag/> பேரன் நீட் தேர்வு ரத்து உருட்டுக்கள் இதோ <face with tears of joy emoji/><backhand index pointing down emoji/> <hashtag/> <hashtag/>,Sarcastic
கச்சத்தீவு பிரச்சினையை தேர்தலுக்காக மோடி இப்போது பேசுகிறார்-சீமான் <hashtag/>,Opinionated
தூத்துக்குடி ஸ்டெர்லைட் ஆலையிடம் 19 கோடி வாங்கியிருக்கானுங்க திமுக <astonished face emoji/> தூத்துக்குடி/தமிழ்நாட்டு மக்கள் துரோகி திமுகவை வரும் நாடாளுமன்ற தேர்தலில் தோற்கடித்து பாடம் புகட்டுங்கள்... <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
ஆணுக்கு பெண் சமமில்லை.. ஆணும் பெண்ணும் சமம்.. ntk- a decade of revolution <sparkles emoji/><fire emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
வாக்காளர் பட்டியலில் உங்கள் பெயரைச் சரிபார்க்க தேர்தல் ஆணையத்தின் அதிகாரப்பூர்வ இணையதளம் அல்லது வாக்காளர் ஹெல்ப்லைன் செயலியைப் பயன்படுத்தவும்! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
ஆயிரம் கோடியை கொட்டினாலும் எனக்கு தான் ஓட்டு <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
<hashtag/> <hashtag/> சரி தானே,Neutral
தென்காசி தொகுதி நாடாளுமன்ற தேர்தல் வேட்பாளர் சி.ச. இசை மதிவாணன் வேட்பாளர் வரிசை எண் :8 <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
"<kyrgyzstan emoji/><studio microphone emoji/>2016, 2019, 2021 ல் அடைய வேண்டிய வெற்றியை - 08 வருடம் கால தாமதத்தோடு அடைகிறோம் . அடுத்த தலைமுறையினருக்கான வாழ்வியல் <studio microphone emoji/><kyrgyzstan emoji/> <hashtag/> <hashtag/> <studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/>",Positive
கம்யுனிஸ்ட் என்பதை மறந்து வரி உயர்வு விலைவாசி உயர்வு விவசாயிகள் மீது குண்டாஸ் என திமுக ஆட்சியில் நடக்கும் அவலங்களை கண்டும் காணாமல் அறிவாலயத்துக்கு கொத்தடிமையா வேலை செஞ்சா இப்படித்தான்... <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
சான்ஸை மிஸ் பண்ணிட்டோமோ <hashtag/> <hashtag/>,Opinionated
மாணவர்கள் ஏன் கடனாளி ஆனார்கள்? - seeman <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
‘கை’ சின்னத்திற்கு ஆதரவு கொடுக்கும் ‘நம்ம ஊரு இந்தியன் தாத்தா’… <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
"இன்று (14-04-2024)<birthday cake emoji/><birthday cake emoji/>பிறந்தநாள் காணும்<sunrise over mountains emoji/><fire emoji/><fire emoji/> எங்கள் அன்பின் அண்ணன் <hashtag/> <hashtag/> <fire emoji/><fire emoji/><fire emoji/> திருவொற்றியூர் மேற்கு பகுதி செயலாளர் <black heart emoji/> <red heart emoji/> அவர்களின் ,, மழலைசெல்வம் நாளையதலைமுறை சாதனை நாயகன் <hashtag/> அவர்கள்<red heart emoji/><red heart emoji/> வெற்றியும் , பாராட்டுக்களும் நிறைந்தவண்ணம் நூற்றாண்டினை கடந்து வாழ்கவாழ்க என <red heart emoji/><party popper emoji/> வேண்டி வாழ்த்திமகிழ்கிறோம் <folded hands emoji/>",Neutral
தீபத்தை ஏற்ற தீப்பெட்டியில் இருக்கும் இறுதி தீக்குச்சி தான் நாம் தமிழர் கட்சி தேர்தல் பிரசாரத்தில் சீமான் பேச்சு <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
கோவை மக்கள் அமைதியாகவும் மகிழ்வாகவும் வாழ எண் 6 ஐ அழுத்தவும்.. கோவையை கலவர பூமியாக மாற்ற எண் 1 ஐ அழுத்தவும்.. கோவையை ப்ளாட் போட்டு விக்க எண் 3 ஐ அழுத்தவும்.. <hashtag/> <hashtag/> <studio microphone emoji/>,Opinionated
சேலம் மாநாடு <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
<hashtag/> மது பழக்கத்தால் பாழாய் போன குடும்பம் <hashtag/> மது போதையில் தாயிடம் சண்டையிட்ட அண்ணனை அடித்து கொன்ற தம்பி. குடி அடிமை அண்ணன் ; இறந்து விட்டான். தம்பி ; கைது. அம்மா ; ஆதரவற்ற நிலமை. இளம் விதவைகள் ஒருபுறம்; குடும்பமே நடுத்தெருவில்:( <hashtag/>,Opinionated
அனைவரின் நம்பிக்கையை காக்கும் அண்ணன் அண்ணன் சீமான் உண்மையாக நிற்பான் கடைசி வரை...... <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
`குழு அரசு' முதல் `பொம்மை முதல்வர்' வரை! - எடப்பாடியின் பிரசாரத்துக்கு ஸ்டாலின் ரியாக்‌ஷன் என்ன? <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
வடலூர் வள்ளலார் பெருவெளியை திமுக அரசு சிதைப்பதென்பது கொடுங்கோன்மை - சீமான் கண்டனம்!! <hashtag/>,Opinionated
தமிழின மாணவர்களை கொளுத்த சொன்ன பெரியார் வழிவந்த கட்சிகளுக்கு மானமுள்ள தமிழர்களின் வாக்கா ? <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Substantiated
"ஆட்சிக்கு வந்தவுடன் நாங்கள் அதை செய்வோம், இதை செய்வோம் என திட்டங்களை அறிவித்து அதற்கு ஒரு குழுவும் போட்டார். அந்த குழுக்கள் இப்போ எங்கே என்று யாருக்கும் தெரியல. ஆட்சி நடத்த 52 குழுக்கள் போட்ட ஒரே முதலமைச்சர் ஸ்டாலின். <hashtag/> <hashtag/>",Opinionated
"தி.மு.க.,வுக்கு எதிராக பதிவு; சாஸ்திரிகள் மீது சரமாரி தாக்குதல்! <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Negative
வழக்கு போட வக்கில்லாத ஸ்டாலின் - வைகோ என்ன குருநாதா.. இப்படி எல்லாம் பேசி இருக்க.! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
பாஜகவை உள்ளே விடமாட்டேன் - சீமான் அதிரடி பேட்டி இன்று இரவு 7.30க்கு ல் வெளியாகிறது <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
தேர்தல் விதி மீறல் வழக்குப்பதிவு - அண்ணாமலை விளக்கம் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
"மயிலாடுதுறை தொகுதி நாம் தமிழர் கட்சி வேட்பாளர் காளியம்மாள் அவர்களை ஊருக்குள் வரக்கூடாது, ஊரை விட்டு வெளியேறுங்கள் என்று கீழமூவர்கரை கிராமம் மக்கள் சொல்வதாக கூறி வந்த பொய் செய்திக்கு எதிராக காளியம்மாள் அவர்கள் இன்று கீழமூவர்க்கரை கிராம நிர்வாகிகளிடம் கலந்தாய்வு செய்த தருணம்.",Opinionated
"அண்ணனின் இந்தக் கடுமையான உழைப்பு தான், நாம் தமிழர் பிள்ளைகளுக்குத் தேர்தல் களத்தில் வேகமாக ஓட, மேலும் ஒரு ஊக்கத்தை தருகிறது<fire emoji/><fire emoji/><fire emoji/> <hashtag/> <hashtag/>",Positive
"<hashtag/> என்ன குறளி வித்தை காட்டினாலும் சரி, தமிழக விவசாயிகள் இனி மோடி ஐயா பக்கம் தான் <flexed biceps emoji/> <hashtag/> <hashtag/> <hashtag/>",Opinionated
வடமாநிலத்தவரால் வானதி சீனிவாசன் வென்றார் : சீமான் பேச்சு!! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
திமுக ஆட்சி தான் மக்கள் விரோத ஆட்சி - புரட்சித்தமிழர் <hashtag/> அவர்கள்<victory hand light skin tone emoji/><seedling emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
<hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> எங்கள் அண்ணன் செந்தமிழ் சீமான் மக்களுக்காக குரல் கொடுக்கும் மக்கள் வாழ்வில் மீட்டெடுக்கும் திமுக அரசியலை ஒழிக்க போராடும் எங்கள் அண்ணன் பிரபாகரன் வழியில் வந்த செந்தமிழ் சீமான் வெற்றி பெற ஒளி வாங்கி (மைக்) சின்னத்தில் வாக்களிப்பீர்,Sarcastic
"இவ்ளோ கேவலமா பேசி, சுயமரியாதையை வளக்கறாங்களா <flushed face emoji/>??? கதிர் வீட்டு பணம் எடுத்து குடுத்தா மாதிரி, அப்டியே எடுத்து குடுத்தாலும் அது மக்கள் கிட்ட ஆட்டைய போட்ட பணம்தான். <hashtag/>",Opinionated
videolink: தெருவில் காய்கறி விற்ற பெண்ணிற்கு... <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,None of the above
<hashtag/> <hashtag/> இத வெச்சு அரசியல் பண்ணனும் போது <hashtag/> பேப்பர் கட்சி நினைக்காதா.இந்திய சிறுபான்மை மக்களுக்கும் <hashtag/> கும் எந்த சம்பந்தமும் இல்லை இவர்களுக்கு தெரியும்...இது வெறும் அரசியலும் அவியலும்<person shrugging emoji/>,Opinionated
<hashtag/> பாராளுமன்ற தொகுதியில் பொதுமக்களை மிரட்டும் <hashtag/> நீ யாரு யா எங்கள கேள்வி கேக்க? கேள்வி கேட்ட மக்களிடம் எகிறிய நிர்வாகி வேடிக்கை பார்த்த <hashtag/> 108 கேஸ் இருக்கு எங்க மேலே நமது சின்னம் <hashtag/> (<hashtag/> <hashtag/> <hashtag/>,Substantiated
reel விடுறதுல பாஜக கில்லாடி! <hashtag/> <hashtag/> <hashtag/>,Sarcastic
கணவனை கொலை செய்து நாடகம்..! சிக்கிய மனைவி! edappadi murder <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> இனி whatsapp செயலியிலும் உங்கள் zee tamil news <backhand index pointing right emoji/> :,Sarcastic
"ஜெயில்ல கம்பி எண்ணற ப்ராடு பய செந்தில் பாலாஜி பேர சொல்லி ஓட்டு கேக்கற நிலமைலதான்டா உங்களோட திராவிட மாடல் கொள்கை இருக்கு! ப்ராடு பய பேர சொல்லி கோவை, கரூர்ல ஊர் ஊரா போயி ஓட்டு கேக்க வெக்க மயிறே இல்லையாடா உங்களுக்கு ? <hashtag/> <hashtag/>",Negative
"கோவையில் முதலமைச்சர் மு.க.ஸ்டாலின், ராகுல் காந்தி பங்கேற்கும் பிரம்மாண்ட பொதுக்கூட்டத்தில் திரண்ட மக்கள் கூட்டம் <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Neutral
குதிரை வண்டியில் சென்று நாம் தமிழர் கட்சி வேட்பாளர் ராஜேஷ் வாக்கு சேகரிப்பு. <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Negative
பரந்தூர் <hashtag/>,Neutral
"<hashtag/> ஒரே மேடையில் ராகுல் காந்தி, முதல்வர் ஸ்டாலின் பரப்புரை <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Positive
பெண்கள் பொருளாதாரத்தில் மேம்பாடு அடைய வேண்டும் என்பதே திராவிட மாடல் அரசின் நோக்கம்! வாக்களிப்பீர் உதயசூரியன்! நாற்பதும் நமதே! நாடும் நமதே!! வெற்றியும் நமதே!!! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
அதை ஏண் அங்க போய் சொல்லிட்டு இருக்க சென்னை தூத்துக்குடி ல சொல்லு <clown face emoji/> <hashtag/>,Negative
"நம்மை அடிமைப்படுத்தும் செயல் திட்டம். அவர்களுக்குள் அதிகாரத்தை கைய்யிள் வைத்து நம்மை ஏமாற்றி பிழைக்கும் உத்தி. தமிழர் நிலத்தை தமிழர் ஆள்வது நமது தலையாய உரிமை என்பதை புரிந்து கொள்ளுங்கள். தமிழர் உரிமை மீட்க, நாம் தமிழர் கட்சிக்கு மட்டுமே வாக்கு அளியுங்கள் <hashtag/> <hashtag/>",Sarcastic
மாற்றத்திற்கான எளிய மக்களின் புரட்சி <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
இசுலாமிய மக்களை அடிமைகளாக வைத்திருக்கும் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
நாம் தமிழர் கட்சி தனித்து போட்டி 20/20 ஆண்/பெண் வேட்பாளர்கள். <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
சொத்து பட்டியல் கொடுக்க முடியுமா - வீரப்பன் மகள் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
தேர்தல் ஆணையம் <crying face emoji/><crying face emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Negative
மீண்டும் எங்களுக்கு வாக்கு செலுத்தினால் நீட்டை ஒழிப்போம்னு திமுக வாக்குறுதி கொடுக்குறாங்க.. ஆனா அவங்க நீலகிரி வேட்பாளர் ஆ.ராசா அதெல்லாம் சாத்தியம் இல்லனு சொல்ரார் ? எது உண்மை ? எது பொய் ? நீட் / திமுக பொய் வாக்குறுதிகள்..,Neutral
நீட் ரகசியம் எங்கே ? vote 4 admk <victory hand emoji/><seedling emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
ரூ.854 கோடி மதிப்பீட்டில் இராசிபுரம் கூட்டு குடிநீர் திட்டப்பணிகள் நடைப்பெற்று வருகிறது.இதன்மூலம் 5 லட்சம் மக்கள் பயனடைகின்றனர். <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Substantiated
நேற்றுடன் இரண்டுநாள் தூத்துக்குடி தொகுதி நா.த.க.வேட்பாளர் மரு.ரொவீனா ரூத் ஜேன் அவர்களுக்கான மக்களைச் சந்திக்கும் களப்பணி யிலிருந்து இன்று 14-4-2024 தென்காசி தொகுதி தம்பி இசை மதிவாணன் அவர்களுக்கான களப்பணியைத் தொடங்குகிறோம்.... தோழமையுடன் தமிழ்த் தேசத் தன்னுரிமைக் கட்சி......,Substantiated
ஸ்டாலின் தான் வந்தாரு! விடியலைத்தான் தந்தாரு! எங்கள் ஓட்டு உதயசூரியனுக்குனு சொல்லும் கோவை மூதாட்டி<heart exclamation emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
"அப்பாவுக்கு உடம்பு சரியில்லை என்றால் மருத்துவமனைக்கு செல்ல வேண்டும், குடும்ப அரசியலுக்கு இப்படி ஒரு சப்ப கட்டு <hashtag/> <hashtag/>",Opinionated
<kyrgyzstan emoji/><studio microphone emoji/> விசில் போடு - மைக் சின்னத்துல ஓட்ட போடு <studio microphone emoji/><kyrgyzstan emoji/> <hashtag/> <hashtag/> <studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/><studio microphone emoji/>,Neutral
தமிழ்நாட்டில் மிகமுக்கியமாக உற்றுநோக்கப்படும் தொகுதி எது? <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
வாக்குஇயந்திரத்தில் வரிசைஎண் 7 ல் <hashtag/> பாராளுமன்ற வேட்பாளர் அக்கா சத்யா அவர்களுக்கு <hashtag/> <hashtag/> சின்னத்தில் வாக்களிக்கவேண்டும் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
233 மானமுள்ள ஆண் வர்க்கம்,None of the above
ஏமாற்றாதே ஏமாறாதே பாடலை பாடி வாக்கு சேகரித்த வடசென்னை பாஜக வேட்பாளர் பால் கனகராஜ் வெற்றி நமதே <triangular flag emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
திருடனை திருடன் னு சொன்னா கோவம் வருதா <face with hand over mouth emoji/><face with hand over mouth emoji/><rolling on the floor laughing emoji/> சக்கரை மூட்டை திருடன்... நமது சின்னம் <hashtag/> (மைக்) <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
அதிமுக வேட்பாளருக்காக வீடு வீடாக சென்று வாக்கு சேகரித்த `அண்ணி' <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
<hashtag/> <hashtag/> உழைத்து வாழ வேண்டும் பிறர் உழைப்பில் வாழ்ந்திடாதே!,Neutral
1000 ரூவாய வச்சி என்ன பண்ண முடியும் ? ஒரு நாள் செலவுக்கு கூட பத்தாதுனு ஸ்டாலின் சொல்றார்டா.. 200 ரூவாய்க்கி பொறந்ததுகளா.. <hashtag/>,Sarcastic
அண்ணே.. ஒரு சிக்ஸ் அடிங்கண்ணே..மாஸாக கிரிக்கெட் ஆடிய ஜெயக்குமார்! jayakumaradmk2024elections <hashtag/> <hashtag/> <hashtag/>,Sarcastic
"சாதி பார்த்துதான் வாக்குச் செலுத்துவீர்கள் என்றால் எங்களுக்கு அந்த வாக்கை செலுத்தாதீர்கள் . மானத் தமிழர்கள் தமிழ் நாங்கள் இந்த மக்களுக்காகவும் , மண்ணுக்காகவும் நிற்போம் என்று நம்பினால் எங்களுக்கு வாக்களியுங்கள் . <hashtag/> <hashtag/> -செந்தமிழன் சீமான் தலைமை ஒருங்கிணைப்பாளர் <hashtag/> <hashtag/> <hashtag/>",Opinionated
"<hashtag/> கோவையில் தமிழ்நாடு முதலமைச்சர் மு.க.ஸ்டாலின், காங்கிரஸ் எம்.பி ராகுல் காந்தி பேச்சைக் கேட்கத் திரண்ட மக்கள் கூட்டம்! <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Opinionated
திமுக வேட்பாளர் ஆ.மணி வாக்கு சேகரிப்பு <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
மக்கள் வரிப்பணத்தில் சம்பளம் வாங்கும் அதிகாரிக்கு குறுநில மன்னன் என நினைப்பு . விவாசியகளை கேள்வி கேட்க என்ன தகுதி இருக்கிறது இவர்களுக்கு ?,Sarcastic
சீமான் வழியில் அண்ணாமலையும் அதையே பண்ண பாக்குறார்! - muthalif interview seeman ntk முழு பேட்டி<play button emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
அதிமுகவை சீண்ட வேண்டாம்: இபிஎஸ் எச்சரிக்கை <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
மோடிக்கு 19ஆம் தேதி மக்கள் டாட்டா காட்ட வேண்டும்” - தேர்தல் பிரச்சாரத்தில் சீமான் பேச்சு <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
"இரண்டு பெரிய கட்சிகள் ஒரு சிறிய கட்சி பாஜகவை எதிர்க்கிறது ,மன்னிக்கவும் மன்னிக்கவும் அது திமுக மற்றும் அதிமுக ஆகிய இரு கட்சிகளை விட இப்போது பெரியதாகிவிட்டது. this shows the growth of bjp in tamilnadu.<partying face emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>",Neutral
கருத்தியல் புரட்சியை விதைக்கிறோம். ஓர் நாள் விருட்சமாய் வளர்வோம் <hashtag/>,Sarcastic
cleanindia இருக்கு greenindia இருக்கா <hashtag/> பாராளுமன்ற வேட்பாளர் அக்காசத்யா அவர்களுக்கு <hashtag/> <hashtag/> சின்னத்தில் வாக்களிக்கனும் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
60 ஆண்டுகாலத்தில் சாதியை ஒழித்ததாக மார்தட்டிக்கொள்ளும் திராவிடத்தின் திருட்டுத்தனம் தமிழ்நாட்டில் நாளுக்கு நாள் அம்பலப்பட்டுக்கொண்டே தான் இருக்கிறது.. <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Negative
தேர்தல் விதிகளை மீறினேனா?- அண்ணாமலை விளக்கம் maalaimalar <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
நான் போட்டியிட விரும்பினேனா..? நச் பதில் கொடுத்த நடிகை குஷ்பு..!! வெற்றி நமதே <triangular flag emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Positive
தளபதி சொல்லி கொடுத்த தேர்தல் யுக்தி <hashtag/> <hashtag/> <hashtag/>,Opinionated
நெற்பயிர்களை அழித்து வாய்க்கால் வெட்டும் nlc.. துணை நிற்கும் திமுக அரசு.. எடப்பாடி பழனிசாமி ஆவேசம்! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
தமிழகத்துல இதுபோல சாராய வியாபார மற்றும் தயாரிப்பாளர் <hashtag/> க்கு நடக்கும் என பயம் தானே <rolling on the floor laughing emoji/><rolling on the floor laughing emoji/><rolling on the floor laughing emoji/> உங்களை இது போல இல்ல ராஜபக்ச குடும்பம் போல விரைவில்...,Negative
அரசு பள்ளிகளின் தரம் உயர அரசு அதிகாரிகள் தங்கள் குழந்தைகளை அரசு பள்ளியில் படிக்க வைக்க வேண்டும்... <hashtag/> <hashtag/> <hashtag/>,Positive
அதுவும் குறிப்பாக தேர்தல் ஆணையத்தால் நாம் தமிழர் கட்சிக்குக் கொடுக்கப்பட்ட அந்த மைக். தெளிவானக் குறியீடு... code word accepted <studio microphone emoji/><red heart emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Substantiated
இப்பொழுது என்ன 'தெரிந்தே கிணற்றில் விழ வந்திருக்கிறாரா?' அதுதான் இப்பொழுது தேனிக்காரங்க கேட்க வேண்டிய கேள்வி... <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
<hashtag/> agrees that <hashtag/> is bjps b team. spineless <hashtag/> முதுகெலும்பில்லாத அதிமுக. பாஜக வின் அடிவருடி அதிமுக என்பதை எடப்பாடி தன் வாயாலே ஒத்துக் கொள்ளும் காட்சி.,Sarcastic
ஏன் நாம் தமிழர் கட்சிக்கு வாக்களிக்க வேண்டும் <studio microphone emoji/><studio microphone emoji/><studio microphone emoji/> <hashtag/> <hashtag/>,Positive
பள்ளி மாணவிகள் பாவம் இல்லையா ?..' மாணவிகளை பார்த்ததும் வேகமாக அரசு பேருந்தை எடுத்துச்சென்ற ஓட்டுநர்.. 'கூட்டமே இல்லாதபோதும் ஏற்றாதது ஏன்?' என பொதுமக்கள் கேள்வி <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Substantiated
<hashtag/> <hashtag/> பவுடர் விற்பவர்கள் ஜாலியாக அறிவாலயத்தில்.. சோறு போடுற வாழும் தெய்வங்களான <hashtag/> கள் குண்டாஸ் வழக்கில் சிறையில்.... <hashtag/>,Opinionated
சூழியல் அரசியலை பொது தளத்தில் <hashtag/> பாராளுமன்ற வேட்பாளர் அக்காசத்யா அவர்களுக்கு <hashtag/> <hashtag/> சின்னத்தில் வாக்களிக்கவேண்டும் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Negative
தஞ்சாவூர் மக்களவைத் தொகுதி ஒரு அறிமுகம்!... link: <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Neutral
பாட்டு பாடி ஓட்டு சேகரித்த சீமான் <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
மணல் திருட்டை தட்டிக்கேட்ட ஊராட்சி தலைவியை மிரட்டிய திராவிட மணல் கொள்ளையர்கள்... 50 ஆண்டுகால திராவிட ஆட்சி இதுவே சாட்சி அவலங்கள் தொடர் கதை<red heart emoji/><black heart emoji/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Sarcastic
bro blued ஒரு app இருக்கே எது எப்படி bro நீ எப்படி இரண்டை manage பன்ன,None of the above
எடப்பாடிய காட்டிக் குடுத்துடாதனு சொன்னாங்க! கொடநாடு வழக்கில் பகீர் ட்விஸ்ட்! <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/> <hashtag/>,Opinionated
நமது <hashtag/> செய்கைகள் ஒவ்வொன்றும் <hashtag/> இருக்கு <fire emoji/><fire emoji/><flexed biceps emoji/><flexed biceps emoji/>,None of the above
